Food Items,Energy kcal,Carbs,Protein(g),Fat(g),Freesugar(g),Fibre(g),Cholestrol(mg),Calcium(mg),Nutrition_Score,Nutrition_Label,Protein_to_Energy,Sugar_to_Carbs,Fat_to_Energy
Instant idli (with semolina),247.29,43.4,9.16,3.61,3.35,7.13,3.12,93.2,-6,Healthy,0.037041530187079785,0.07718894009038736,0.014598244975475764
Plain dosa,380.91,64.08,10.34,8.43,0.7,5.23,19.9,19.35,-4,Healthy,0.027145519939021957,0.010923845193337643,0.022131212097287727
Masala dosa mixed vegetable fillings,144.53,23.02,4.84,3.26,1.53,4.31,5.18,31.79,-5,Healthy,0.03348785719204672,0.06646394439329001,0.022555870753320724
Masala dosa paneer fillings,243.12,29.76,10.31,8.84,4.81,3.11,7.29,171.23,-2,Healthy,0.04240704178988809,0.16162634408059048,0.036360644948846825
Uttapam,255.95,36.28,6.18,9.03,1.5,4.4,10.57,40.86,-1,Healthy,0.024145340886797637,0.041345093714406145,0.035280328188961596
Appam,267.7,13.28,3.12,22.63,4.16,6.19,0.0,6.36,4,Moderate,0.01165483750462587,0.3132530120246045,0.08453492715694981
Beans and macaroni,136.08,14.24,4.58,7.01,1.68,2.05,19.67,86.86,-1,Healthy,0.033656672545314105,0.1179775280816027,0.05151381540232573
Spaghetti bolognese,97.43,10.04,9.35,9.51,1.41,1.08,13.91,73.66,-2,Healthy,0.09596633480349001,0.1404382469979643,0.09760853946322888
Meat and macaroni casserole,161.55,16.12,9.15,10.17,1.0,1.19,2.13,68.28,-1,Healthy,0.05663881151311273,0.06203473945024598,0.06295264623916463
Spaghetti with meat balls and tomato sauce,158.13,10.46,5.61,10.64,1.87,1.11,16.15,40.82,0,Healthy,0.035477139062572084,0.17877629061388373,0.06728640991546649
Spaghetti with paneer balls and tomato sauce,158.54,12.72,3.95,10.44,3.03,1.25,2.57,80.73,1,Healthy,0.024914847987732344,0.23820754715108428,0.06585088936504446
Lasagne with meat sauce,63.38,5.38,2.9,3.43,1.04,0.47,8.8,24.61,0,Healthy,0.045755758913762136,0.19330855014994267,0.0541180183014497
Lasagne with vegetables,49.23,5.9,1.71,2.16,1.37,0.66,2.81,32.89,-1,Healthy,0.03473491773238402,0.23220338979115196,0.043875685556695604
Home made egg noodles,240.84,42.92,6.55,4.37,1.03,1.6,38.27,15.96,-1,Healthy,0.02719647899008804,0.02399813606654245,0.018144826440715228
Sour lentils (Khatti dal),34.79,6.04,2.22,0.12,1.25,1.22,0.0,8.29,-2,Healthy,0.06381144006715117,0.20695364234984212,0.0034492670306568193
Urad special dehusked,69.43,8.86,3.14,2.17,1.32,2.5,4.62,16.4,-3,Healthy,0.045225406883980614,0.14898419862878284,0.03125450093574456
Arhar with spinach (Arhar dal aur palak),52.84,4.77,2.05,2.76,0.23,1.3,6.1,21.81,-2,Healthy,0.03879636638836494,0.04821802933999623,0.05223315669848158
Moong dal with vadi,24.08,1.0,0.4,2.05,0.45,0.39,4.75,2.99,0,Healthy,0.016611295680373287,0.44999999955,0.08513289036191309
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),26.74,3.37,1.13,0.88,0.83,1.6,0.0,16.56,-1,Healthy,0.0422587883305064,0.24629080111386026,0.03290949887685454
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),24.41,2.85,1.11,0.87,0.44,1.54,0.0,15.56,-1,Healthy,0.045473166733081806,0.15438596485811018,0.035641130682685734
Green gram whole with baghar (Sabut moong dal with tadka),63.43,6.8,3.23,2.48,0.15,3.02,5.45,25.04,-5,Healthy,0.050922276524500674,0.02205882352616782,0.03909821850797575
Urad sabut special,79.39,5.03,2.33,5.46,0.86,2.15,13.38,21.45,-2,Healthy,0.029348784481303077,0.1709741550355916,0.06877440483601494
Kabuli channa curry,68.57,7.63,2.92,3.06,1.24,1.12,0.15,32.03,-1,Healthy,0.042584220503972814,0.16251638267856927,0.044625929706218086
Besan gatte curry,189.38,16.26,7.75,10.72,4.5,3.25,2.8,151.08,-2,Healthy,0.04092301193346223,0.2767527675106548,0.05660576618409228
Dry masala chops,135.07,3.3,9.08,9.54,2.27,0.86,2.24,112.25,-1,Healthy,0.06722440216134432,0.6878787876703398,0.07063004368053136
Mutton korma,115.64,2.53,7.09,8.54,1.64,0.78,3.9,79.07,-1,Healthy,0.06131096506346151,0.6482213436173038,0.07384987893398606
Shahi keema kofta curry,418.13,1.73,4.14,43.83,0.78,0.91,14.97,14.51,14,Unhealthy,0.009901226891134571,0.4508670517625046,0.10482385860831601
Minced meat ball curry,109.79,2.86,6.82,7.85,1.27,1.49,24.77,23.84,-2,Healthy,0.06211859003495657,0.44405594390067976,0.07150013662381363
Boti kebab,132.86,3.06,9.22,9.27,2.09,0.76,1.21,98.67,-1,Healthy,0.06939635706706762,0.6830065357245076,0.06977269305983913
Mutton seekh kebab,133.94,3.11,11.25,8.43,1.4,1.88,0.0,117.44,-3,Healthy,0.08399283261099005,0.4501607715594338,0.06293862923650188
Indian lamb and egg curry (Nargisi kofta),335.75,2.07,3.84,34.7,0.75,0.6,44.04,12.91,14,Unhealthy,0.011437081161544491,0.3623188404046769,0.10335070737124841
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,3.27,2.85,55.99,1.1,0.86,23.51,13.89,16,Unhealthy,0.005689304108265084,0.3363914372059965,0.11176987263921474
Soya chunks korma (Nutrinugget korma),131.43,7.67,3.86,9.5,4.66,2.57,3.32,89.7,1,Healthy,0.02936924598623321,0.6075619295166151,0.07228182302311283
Mushroom matar,70.77,5.33,2.79,4.11,1.39,3.13,0.0,21.42,-3,Healthy,0.03942348452678503,0.26078799244638123,0.05807545570074785
Soya chunks and peas (Nutrinugget matar),82.62,5.82,3.03,5.11,1.64,2.86,0.0,20.32,-2,Healthy,0.03667392883034768,0.28178694153233896,0.06184943112972828
Vegetable yakhni,406.06,1.94,1.18,43.8,1.44,0.61,1.92,43.67,15,Unhealthy,0.0029059744865219278,0.7422680408545009,0.10786583263530546
Spinach mushroom (Palak mushroom),47.63,2.95,1.94,2.96,1.0,2.27,2.89,49.75,-3,Healthy,0.04073063195379528,0.3389830507325481,0.062145706486203114
Vegetarian nargisi kofta curry,332.15,6.58,2.29,32.94,1.65,0.86,1.03,47.09,14,Unhealthy,0.0068944753876053165,0.25075987838134345,0.09917206081559786
Roast chicken,199.9,0.1,20.49,13.06,0.05,0.03,69.66,13.61,1,Healthy,0.1025012506247999,0.49999999500000003,0.06533266633283977
Shahi chicken masala,163.7,4.07,9.82,12.02,2.86,0.96,24.78,82.68,0,Healthy,0.05998778252865005,0.7027027025300484,0.07342700061042501
Tomato chicken,111.68,2.13,10.57,6.71,0.93,1.42,27.94,21.24,-3,Healthy,0.09464541547193189,0.4366197181048734,0.06008237822295771
Creamy chicken,152.87,3.13,13.52,9.57,2.11,0.69,39.28,50.37,-1,Healthy,0.0884411591542589,0.6741214055354244,0.06260221102856936
Broccoli chicken ala king,119.56,5.34,7.97,7.57,2.49,1.92,27.85,73.36,-3,Healthy,0.06666109066521694,0.4662921347441401,0.06331549012994885
Ginger chicken,129.17,5.6,8.24,8.24,1.95,1.21,19.24,18.41,-3,Healthy,0.06379190214396695,0.3482142856521046,0.06379190214396695
Chicken sweet and sour,445.09,2.67,6.92,47.59,0.89,0.58,32.47,21.98,15,Unhealthy,0.015547417376226051,0.3333333332084894,0.10692219551078003
Chicken korma,147.96,5.43,9.83,9.67,3.32,1.82,23.66,68.66,-2,Healthy,0.0664368748305864,0.6114180477695362,0.06535550148644664
Bengal fish curry (Bengali machli curry),109.43,4.42,7.26,7.03,2.39,1.93,13.92,44.44,-3,Healthy,0.06634378141216901,0.5407239817781168,0.06424198117459341
Fish finger,542.9,4.47,5.66,55.82,0.17,0.34,30.0,11.38,16,Unhealthy,0.01042549272423941,0.03803131990200642,0.10281819856308194
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,2.73,8.66,4.43,1.55,1.52,17.13,21.94,-4,Healthy,0.10045238371302109,0.567765567557595,0.05138615009800039
Prawn curry (with coconut) (Jhinga curry),109.55,3.1,8.54,6.93,2.03,1.56,37.12,37.25,-3,Healthy,0.0779552715647836,0.654838709466181,0.06325878594191457
Baked stuffed fish,121.96,2.12,16.14,5.43,0.35,0.38,36.95,18.8,-3,Healthy,0.13233847162895754,0.1650943395447668,0.0445227943584411
Fish pie,120.9,7.74,9.25,5.77,1.13,0.76,23.97,36.15,-3,Healthy,0.07650951199275012,0.14599483202248126,0.04772539288628845
Crispy baked fish,138.4,9.59,10.95,6.41,1.53,1.21,28.89,60.04,-3,Healthy,0.07911849710925492,0.15954118872163284,0.04631502890139946
Fish souffle,139.71,5.14,10.51,8.55,2.09,0.19,84.69,63.87,-2,Healthy,0.07522725645927116,0.40661478591310996,0.06119819626325104
Potato curry (Aloo ki sabzi),89.56,10.42,1.52,4.47,1.58,2.42,0.0,23.74,0,Healthy,0.01697186243839915,0.1516314779125114,0.049910674407660664
Egg curry (Anda curry),117.52,4.03,5.38,8.81,1.9,2.09,120.74,41.59,-2,Healthy,0.04577944179675136,0.471464019734128,0.07496596323966163
Vegetable curry with coconut ,83.07,7.19,2.77,4.66,1.41,3.35,0.0,19.63,-2,Healthy,0.03334537137313898,0.19610570233712019,0.0560972673641977
Curd with potatoes (Dahi aloo),59.9,7.15,1.56,2.72,1.82,1.19,1.45,36.36,-1,Healthy,0.026043405675692098,0.2545454545098538,0.04540901502428366
Potato kofta curry (Aloo kofta curry),455.4,2.78,0.56,49.08,0.63,0.56,2.6,7.77,15,Unhealthy,0.0012296881862072253,0.22661870495445371,0.10777338603401895
Yam kofta curry (Zimikand/Suran kofta curry),322.88,3.75,0.71,33.84,0.63,1.04,3.54,8.35,13,Unhealthy,0.002198959365701812,0.16799999995519999,0.10480673934556244
Jackfruit kofta curry (Kathal ka kofta curry),321.08,3.17,0.8,33.83,2.4,0.96,3.54,11.36,13,Unhealthy,0.0024915908807696167,0.7570977915592751,0.10536314937054515
Spinach and potato (Palak aloo),57.17,5.91,1.63,2.82,0.93,2.04,0.0,43.67,-3,Healthy,0.028511457057398784,0.15736040606474444,0.04932656987844452
Mooli bhujia,91.2,4.74,1.69,7.25,1.07,2.36,0.0,131.88,0,Healthy,0.018530701754182775,0.22573839657684844,0.07949561403421605
Bathua bhujia,90.9,3.63,2.26,7.29,1.08,3.8,0.0,165.84,-2,Healthy,0.024862486248351343,0.2975206610750632,0.08019801980109792
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,6.09,8.21,9.36,1.26,1.84,32.9,31.54,-2,Healthy,0.057622122402739895,0.20689655169016477,0.06569343065647325
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,7.03,5.76,8.17,3.81,2.35,18.79,29.82,-2,Healthy,0.04621680173275923,0.5419630155701333,0.06555403995775051
Dry arbi (Sookhi arbi),134.95,11.11,2.12,8.97,1.55,2.47,0.0,22.77,0,Healthy,0.01570952204508552,0.13951395138258202,0.06646906261529109
Masala arbi,185.38,16.16,3.01,11.9,0.81,3.1,0.0,32.08,1,Healthy,0.016236918761375355,0.050123762373135906,0.06419246952171652
Peas brinjal bhartha (Matar baingan bhartha),84.55,5.02,2.05,6.05,1.57,3.63,0.0,19.63,-1,Healthy,0.02424600827883801,0.3127490039217632,0.0715552927253512
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,4.5,1.83,9.27,1.42,3.57,0.0,67.88,0,Healthy,0.016514754985863057,0.31555555548543207,0.08365670968248662
Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,4.35,1.91,70.4,0.26,1.75,0.0,27.61,17,Unhealthy,0.0029037946971495624,0.05977011492878848,0.10702991972739749
Beans foogath,105.06,3.26,2.03,9.22,1.7,4.15,0.0,44.2,-1,Healthy,0.019322292023421637,0.521472392478076,0.08775937559406283
Stuffed bittergourd (wet) (Bharwa karele),162.36,4.68,1.36,15.24,1.95,2.86,0.0,17.25,4,Moderate,0.008376447400786054,0.41666666657763535,0.09386548410880842
Jackfruit/Kathal (dry),488.97,4.56,0.93,51.78,3.55,1.33,0.0,12.79,15,Unhealthy,0.0019019571752829378,0.7785087717590989,0.10589606724317259
Yam fried (Zimikand/Suran fried),491.76,5.47,0.79,51.79,0.8,1.44,0.0,8.11,15,Unhealthy,0.0016064747031039402,0.146252285165219,0.10531560110601652
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,8.23,2.75,5.54,1.47,3.26,0.0,21.05,-2,Healthy,0.028744643043495926,0.17861482379360694,0.057907389985806336
Vegetable jalfrezi,68.48,5.43,1.4,4.38,1.79,2.97,0.0,27.11,-2,Healthy,0.020443925233346316,0.3296500920203223,0.06396028037289776
Vegetables stir fry ,30.78,3.19,1.04,1.47,0.86,1.37,0.0,13.3,-1,Healthy,0.0337881741379536,0.26959247640451645,0.04775828459883826
Broccoli delight,40.7,2.34,2.49,2.48,1.08,2.83,0.0,26.99,-4,Healthy,0.06117936117785801,0.4615384613412229,0.06093366093216379
Dhansak (vegetarian),82.8,7.28,3.32,4.18,0.91,4.17,0.0,26.4,-4,Healthy,0.04009661835700366,0.12499999998282967,0.05048309178682991
Cauliflower basket,90.95,3.97,5.21,5.88,1.47,2.4,51.1,100.19,-3,Healthy,0.05728422209942513,0.3702770779923735,0.06465090709109785
Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,4.36,5.84,5.8,1.52,1.18,45.61,71.83,-2,Healthy,0.06266766820407052,0.34862385313104954,0.062238437599933055
Ducheese potato,140.54,10.94,3.6,9.01,0.29,1.29,85.15,18.1,1,Healthy,0.02561548313629134,0.02650822668861899,0.06410986196055138
Roast potatoes ,87.32,14.52,1.53,2.35,0.33,1.71,5.51,10.38,0,Healthy,0.017521759046982114,0.02272727272570749,0.026912505725756843
Stuffed baked potatoes ,100.2,11.03,3.82,4.39,0.4,1.31,72.99,25.72,-1,Healthy,0.0381237524946295,0.03626473254430964,0.04381237524906374
Potato nests,111.62,11.05,5.71,4.77,1.41,2.49,26.5,55.25,-3,Healthy,0.05115570686211113,0.12760180994320344,0.04273427701090544
Parsley potato,119.51,13.81,1.49,6.28,0.34,1.59,15.71,11.43,2,Healthy,0.012467575934963872,0.024619840693365688,0.0525479039406531
Creamed spinach and mushroom,419.62,3.17,2.28,44.14,1.17,1.02,7.15,65.49,14,Unhealthy,0.005433487441005115,0.3690851733851466,0.10519041037103763
Fricassee of Mushroom,106.66,8.13,3.65,6.63,2.51,1.23,13.55,84.97,0,Healthy,0.034220888805229506,0.3087330872928987,0.062160135007855236
Cauliflower au gratin,145.9,9.13,4.45,10.2,3.01,1.44,22.15,119.69,1,Healthy,0.030500342700270733,0.3296823657908343,0.06991089787477785
Vegetable and cheese pie,126.88,8.76,4.03,8.28,2.69,1.91,18.88,99.48,-1,Healthy,0.03176229508171688,0.3070776255357217,0.06525851197930913
Spinach souffle ,150.18,6.27,7.36,10.52,0.89,1.44,114.71,133.69,-1,Healthy,0.049007857237654766,0.141945773502082,0.07004927420382175
Beetroot and egg salad (Chukandar aur ande ka salad),84.92,3.4,3.36,6.45,1.97,0.55,82.25,18.13,1,Healthy,0.03956665096514876,0.5794117645354672,0.07595383890631237
Sour cream potato salad,121.9,9.05,2.89,8.13,0.84,1.21,47.29,23.25,1,Healthy,0.02370795734188919,0.09281767954775494,0.0666940114842765
Tossed green salad,49.88,3.82,1.33,3.24,1.9,1.33,0.0,33.71,0,Healthy,0.026663993584068485,0.4973821988226748,0.06495589414464804
Spring basket salad,160.46,11.61,3.36,11.3,1.46,3.09,8.17,45.65,0,Healthy,0.02093979808038801,0.12575366062655008,0.07042253521082874
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,4.72,2.09,0.93,2.28,1.66,2.87,68.49,-2,Healthy,0.05784666481987692,0.4830508473552858,0.025740381953342367
Chicken and tomato towers,100.55,2.36,6.9,6.99,1.21,1.14,20.73,17.54,-2,Healthy,0.06862257583223648,0.5127118641895289,0.06951765290830912
Jellied sunshine fruit salad,48.86,4.21,5.85,0.85,2.86,1.8,0.0,37.14,-4,Healthy,0.1197298403577624,0.6793349167032459,0.01739664347078599
Tomato aspic,50.37,5.02,6.87,0.26,3.21,1.58,0.0,44.28,-5,Healthy,0.13639070875250367,0.6394422309483183,0.005161802660211202
Frozen frosty fruit salad (Phalon ka salaad),103.51,15.61,1.68,4.17,14.38,0.26,26.33,28.61,4,Moderate,0.016230315911349335,0.921204356122921,0.04028596270852781
French dressing,733.77,3.68,0.32,79.65,3.01,0.22,0.0,6.98,19,Unhealthy,0.0004361039562799841,0.8179347823864307,0.10854900036781479
Mayonnaise without eggs,329.05,3.98,2.13,33.84,3.68,0.04,0.0,75.54,14,Unhealthy,0.006473180367705597,0.9246231153455721,0.10284151344749176
Curd dressing ,78.8,8.03,5.59,2.9,7.57,0.22,10.52,194.59,-2,Healthy,0.070939086293516,0.9427148193097492,0.03680203045638576
Carrot raita (Gajar ka raita),64.78,7.19,4.14,2.19,5.99,1.69,6.98,146.72,-2,Healthy,0.06390861376869544,0.8331015297867731,0.03380673047184614
Pumpkin raita (Kaddu ka raita),55.6,6.02,3.74,1.88,5.48,1.04,6.47,130.11,-2,Healthy,0.0672661870491499,0.9102990031710468,0.033812949639679624
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.31,7.05,6.19,6.17,1.79,8.26,191.01,-1,Healthy,0.06291834002621224,0.8440492474905542,0.055243195001738125
Spinach raita (Palak ka raita),52.75,5.06,3.95,1.86,3.97,1.39,5.41,142.96,-3,Healthy,0.07488151658625818,0.7845849800820979,0.03526066350644056
Bathua raita,54.4,5.31,4.13,1.76,4.11,2.19,5.41,206.31,-4,Healthy,0.07591911764566325,0.7740112992892635,0.032352941175875866
Pineapple raita (Ananas ka raita),67.74,8.62,3.9,2.02,8.12,1.39,6.93,134.53,-2,Healthy,0.05757307351553627,0.9419953595194901,0.0298198996157393
Banana raita (Kele ka raita),89.03,13.51,4.13,2.07,10.11,1.0,6.93,133.23,0,Healthy,0.046388857687898584,0.7483345669320255,0.023250589688607763
Mango raita (Aam ka raita),67.37,8.23,3.9,2.14,7.87,0.89,6.93,136.06,-1,Healthy,0.057889268219416805,0.9562575940514875,0.03176488051014153
Guava raita (Amarood ka raita),64.36,7.27,4.19,2.07,6.71,3.0,6.93,136.93,-4,Healthy,0.06510254816555155,0.9229711140408569,0.03216283405792164
Grapes raita (Angoor ka raita),72.59,9.66,3.98,2.07,8.51,0.71,6.93,134.52,-1,Healthy,0.05482848877180288,0.880952380861185,0.028516324562219083
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,10.0,2.7,3.86,9.63,0.55,0.0,94.18,3,Moderate,0.03211609373103228,0.9629999999037001,0.045914119185846154
Pumpkin kheer (Kaddu ki kheer),86.35,10.44,2.76,3.86,10.12,0.63,0.0,95.61,3,Moderate,0.03196294151671149,0.9693486589109819,0.04470179501974868
Apple kheer (Seb ki kheer),81.3,11.34,2.14,3.18,10.71,0.51,0.0,75.67,3,Moderate,0.026322263222308462,0.9444444443611602,0.03911439114343033
Caramel custard (baked),122.7,14.95,5.11,5.01,14.92,0.0,81.15,90.59,2,Healthy,0.04164629176820174,0.997993310970034,0.040831295843188
Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.0,41.7,81.27,9,Moderate,0.011763676914279252,0.9465165375829333,0.07937202081567599
Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.0,86.75,77.42,7,Moderate,0.01936234582257686,0.9982920579847743,0.07921805911063896
Strawberry ice cream,215.61,12.26,4.15,16.96,11.6,0.0,86.39,77.08,7,Moderate,0.01924771578303767,0.9461663947025966,0.07866054450128167
Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.0,79.34,73.22,11,Unhealthy,0.017519155104503963,0.9599999999426865,0.07425968109308653
Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,65.65,67.38,13,Unhealthy,0.01839684625486058,0.9087764807216266,0.06749160461356588
Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,29.11,56.67,8,Moderate,0.011335767616702078,0.959387483291652,0.07144803531488665
Chocolate sauce,263.2,43.21,1.91,10.39,42.06,0.0,21.3,18.8,15,Unhealthy,0.007256838905747505,0.9733857903037866,0.03947568389042753
Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.0,22.23,95.72,5,Moderate,0.02091355729636892,0.9474804825445365,0.06260788739833616
Coffee pear alaska,203.99,19.36,2.88,13.22,16.88,0.15,28.43,60.61,8,Moderate,0.014118339134202077,0.8719008264012448,0.06480709838685815
Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,46.39,72.26,12,Unhealthy,0.011214481465414632,0.8900602409191736,0.0756887350350653
Peach melba ice cream,200.85,16.31,2.06,14.51,13.35,0.06,33.23,60.55,7,Moderate,0.010256410256359193,0.8185162476506121,0.07224296738823878
Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,26.15,56.34,7,Moderate,0.008812143439237918,0.6237362637088467,0.0583231458839735
Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,6.51,17.4,0,Healthy,0.024568740198212778,0.8422619046365682,0.045652552708735805
Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.7,14.27,43.52,4,Moderate,0.022153159614135363,0.7705278591810463,0.053231333173533894
Raspberry bavarian cream,150.1,17.82,3.34,7.88,15.3,2.19,19.94,26.4,2,Healthy,0.02225183211177714,0.8585858585376775,0.052498334443354444
Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,12.28,71.69,4,Moderate,0.019516294705205748,0.9912184411645205,0.06620599495689414
Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.0,129.13,45.25,5,Moderate,0.029715425993277304,0.9433368309608252,0.0787784140201337
Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.0,98.14,55.03,5,Moderate,0.03467357390925606,0.888604353336197,0.057573438511464216
Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,98.65,55.45,5,Moderate,0.034297592239538675,0.8862937922012112,0.056700733298361915
Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.0,104.39,57.13,5,Moderate,0.034378103961845395,0.889614243270646,0.057333627634602514
Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.0,100.85,62.47,5,Moderate,0.034644090453187906,0.8895027623763351,0.057480227247089906
Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.0,98.07,62.91,5,Moderate,0.03396789846939707,0.8890824622015633,0.05791073428220599
Stewed fruit (with pear),74.32,18.22,0.25,0.32,17.67,2.84,0.0,5.94,0,Healthy,0.0033638320774574296,0.9698133918238304,0.0043057050591455105
Apricot fool,240.79,33.64,1.54,11.35,21.29,1.0,27.58,26.37,9,Moderate,0.006395614435788881,0.6328775267350513,0.04713650899104142
Pavlova,200.6,21.84,1.84,12.29,20.37,0.06,31.94,23.0,9,Moderate,0.009172482552297247,0.9326923076496021,0.06126620139550715
Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,21.68,38.49,9,Moderate,0.00697305863705242,0.7873187375380348,0.040163006565360364
Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,78.72,67.76,13,Unhealthy,0.014871981716356291,0.6785960082354234,0.06296578450510759
Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,116.79,48.77,2,Healthy,0.0340740740738546,0.7400367872017145,0.05107890499161946
Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,1.25,26.13,21,Unhealthy,0.0018040963599664564,0.9575070821190684,0.08521702217959203
Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,7,Moderate,0.011687812379764032,0.9847895295017761,0.014763552479701934
Dil bahar,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,7,Moderate,0.011687812379764032,0.9847895295017761,0.014763552479701934
Rasbhari,130.05,28.27,1.52,1.92,27.84,0.02,0.1,62.58,7,Moderate,0.011687812379764032,0.9847895295017761,0.014763552479701934
Rajbogh,133.7,28.16,1.71,2.28,27.66,0.11,0.1,63.23,6,Moderate,0.012789827972978387,0.9822443181469374,0.01705310396397118
Rasgulla,118.64,25.79,1.38,1.75,25.4,0.01,0.09,57.09,6,Moderate,0.011631827376840594,0.9848778595973292,0.014750505731500755
Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,0.09,62.31,6,Moderate,0.011877535964501088,0.9842303736378392,0.015566211729874095
Khoa coconut burfi,411.45,36.55,9.98,26.01,35.6,4.07,0.0,309.84,16,Unhealthy,0.024255681127660092,0.974008207907688,0.06321545752810011
Danedar burfi,102.68,12.33,3.24,4.72,11.98,0.09,0.0,107.53,2,Healthy,0.031554343591434025,0.9716139496373387,0.04596805609616314
Semolina burfi (Suji/Rava burfi),348.67,47.1,3.47,16.86,28.67,2.8,39.41,14.86,13,Unhealthy,0.009952103708349007,0.6087048832142526,0.04835517824863522
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,17.02,1.75,12.66,16.11,4.29,5.11,21.76,4,Moderate,0.009399505854498875,0.9465334899561378,0.06799871092454615
Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,0.0,358.61,16,Unhealthy,0.03083177617284271,0.9692128957023174,0.060830261097770746
Wheat and gram flour ladoo (Atta besan ladoo),501.7,50.5,9.38,29.86,18.46,6.01,60.99,35.27,14,Unhealthy,0.018696432130718168,0.3655445544482071,0.05951764002380005
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,48.02,5.44,25.45,19.79,4.27,58.8,18.04,13,Unhealthy,0.012312149194250608,0.4121199500122424,0.05760003621207315
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,50.49,8.5,4.66,36.48,5.54,0.0,150.73,7,Moderate,0.030062955365247,0.7225193107402947,0.016481573176711888
Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,0.0,63.3,13,Unhealthy,0.008352375699281569,0.8100352407986234,0.0012607359546085387
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,6.48,2.05,57.61,1.58,1.44,0.0,11.06,15,Unhealthy,0.003716191719230447,0.2438271604561995,0.10443405119261759
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,5.55,2.22,71.01,0.27,1.34,0.0,8.58,17,Unhealthy,0.003319576529691789,0.04864864863988313,0.1061815898078441
Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,11.98,9.08,16,Unhealthy,0.010218780186055994,0.04835164834102162,0.10334016844870554
Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,9.04,12.65,16,Unhealthy,0.010346082526020577,0.04835164834102162,0.1031488830734916
Paneer cutlet,672.2,7.62,4.59,69.38,2.52,0.39,0.0,107.86,18,Unhealthy,0.00682832490329243,0.33070866137392274,0.10321332936610648
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,11.23,0.56,56.97,0.1,0.54,0.0,5.43,16,Unhealthy,0.0010022191996545884,0.008904719500542767,0.10195790679343196
Poshtik cutlet,496.45,7.39,2.0,50.94,0.32,1.35,0.0,14.94,15,Unhealthy,0.004028603081873243,0.04330175912810531,0.1026085204953115
Egg cutlet (Anda cutlet),575.02,5.77,2.45,60.25,0.2,0.58,45.0,16.22,17,Unhealthy,0.00426072136620594,0.03466204505465129,0.10477896420975831
Minced meat cutlet,531.86,5.61,5.1,54.47,0.31,0.4,16.5,20.82,16,Unhealthy,0.00958898958370701,0.055258467013322904,0.10241416914206292
Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,4.06,10.37,14,Unhealthy,0.00498747489335608,0.05597579424690047,0.09528108144682972
